INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10308038	1	3	2	38	0	1616	3	-1	-1	春秋繁露	102	-1	#Y【上古神器】#r#I命中敌人有机率施放吸血，吸取目标#G280血#I。#r#W天道远弥非可论，我命自成载春秋。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。#r#G此神器在凤鸣镇逍遥子（248，217）处开蒙后，可提升神器器灵等阶并解封魂位。	9000	7200	215	3	3	9683	-1	Flute1_5	箫剑类	1	1	0	1150	1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	0	0	126	250	-1	0	0	1	-1	-1
10308039	1	3	2	39	0	1619	3	-1	-1	春秋繁露	102	-1	#Y【上古神器】#r#I命中敌人有机率施放破绽，减少目标内外防#G2800点#I持续30秒。#r#W天道远弥非可论，我命自成载春秋。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。#r#G此神器在凤鸣镇逍遥子（248，217）处开蒙后，可提升神器器灵等阶并解封魂位。	9000	7200	215	3	3	9681	-1	Flute1_5	箫剑类	1	1	0	1150	1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	0	0	126	250	-1	0	0	1	-1	-1
10308040	1	3	2	40	0	1613	3	-1	-1	春秋繁露	102	-1	#Y【上古神器】#r#I命中敌人有机率施放减速，减缓目标移动速度#G45%#I持续18秒。#r#W天道远弥非可论，我命自成载春秋。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。#r#G此神器在凤鸣镇逍遥子（248，217）处开蒙后，可提升神器器灵等阶并解封魂位。	9000	7200	215	3	3	9682	-1	Flute1_5	箫剑类	1	1	0	1150	1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	0	0	126	250	-1	0	0	1	-1	-1
10308041	1	3	2	41	0	1616	3	-1	-1	春秋繁露	102	-1	#Y【上古神器】#r#I命中敌人有机率施放吸血，吸取目标#G280血#I。#r#W天道远弥非可论，我命自成载春秋。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。#r#G此神器在凤鸣镇逍遥子（248，217）处开蒙后，可提升神器器灵等阶并解封魂位。	9000	7200	215	3	3	9683	-1	Flute1_5	箫剑类	1	1	0	1150	1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	0	0	126	250	-1	0	0	1	-1	-1
10308042	1	3	2	42	0	1590	3	-1	-1	百代鸿光箫	15	-1	#Y【神器】#r#I命中敌人有机率打出奋力一击。#r额外造成#G61点伤害#I，并在接下来的10秒内增加自身外功攻击170点，减少对方外功防御170点。#r#W一箫一剑青云士，百代鸿光醉绮窗。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。#r#G此神器可在苏州（355，234）欧冶子处消耗新莽神符升级成更高等级的神器。#r#G此神器暂时无法强化、刻铭，升级为42级及以上等级神器时，将可进行强化、刻铭。	1530	1224	132	3	4	9647	-1	Flute1_1	箫剑类	1	1	0	389	389	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	29	0	0	126	250	-1	0	0	1	-1	-1
10308043	1	3	2	43	0	1778	3	-1	-1	沧海	102	-1	#Y【太古神器】#r#I命中敌人有机率施放破绽，减少目标内外防#G2800点#I持续30秒。#r#W天不化我破混沌，万古长夜何能绝。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	9000	7200	215	3	3	9687	-1	Flute1_6	箫剑类	1	1	0	1150	1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	3009	0	0	126	250	-1	0	0	1	-1	-1
10308044	1	3	2	44	0	1622	3	-1	-1	沧海	102	-1	#Y【太古神器】#r#I命中敌人有机率施放减速，减缓目标移动速度#G45%#I持续18秒。#r#W天不化我破混沌，万古长夜何能绝。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	9000	7200	215	3	3	9688	-1	Flute1_6	箫剑类	1	1	0	1150	1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	3009	0	0	126	250	-1	0	0	1	-1	-1
10308045	1	3	2	45	0	1775	3	-1	-1	沧海	102	-1	#Y【太古神器】#r#I命中敌人有机率施放吸血，吸取目标#G280血#I。#r#W天不化我破混沌，万古长夜何能绝。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	9000	7200	215	3	3	9689	-1	Flute1_6	箫剑类	1	1	0	1150	1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	3009	0	0	126	250	-1	0	0	1	-1	-1
10308046	1	3	2	46	0	1778	3	-1	-1	沧海	102	-1	#Y【太古神器】#r#I命中敌人有机率施放破绽，减少目标内外防#G2800点#I持续30秒。#r#W天不化我破混沌，万古长夜何能绝。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	9000	7200	215	3	3	9687	-1	Flute1_6	箫剑类	1	1	0	1150	1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	3009	0	0	126	250	-1	0	0	1	-1	-1
10308047	1	3	2	47	0	1622	3	-1	-1	沧海	102	-1	#Y【太古神器】#r#I命中敌人有机率施放减速，减缓目标移动速度#G45%#I持续18秒。#r#W天不化我破混沌，万古长夜何能绝。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	9000	7200	215	3	3	9688	-1	Flute1_6	箫剑类	1	1	0	1150	1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	3009	0	0	126	250	-1	0	0	1	-1	-1
10308048	1	3	2	48	0	1775	3	-1	-1	沧海	102	-1	#Y【太古神器】#r#I命中敌人有机率施放吸血，吸取目标#G280血#I。#r#W天不化我破混沌，万古长夜何能绝。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	9000	7200	215	3	3	9689	-1	Flute1_6	箫剑类	1	1	0	1150	1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	3009	0	0	126	250	-1	0	0	1	-1	-1
10308049	1	3	2	49	0	1778	3	-1	-1	沧海	102	-1	#Y【太古神器】#r#I命中敌人有机率施放破绽，减少目标内外防#G2800点#I持续30秒。#r#W天不化我破混沌，万古长夜何能绝。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	9000	7200	215	3	3	9687	-1	Flute1_6	箫剑类	1	1	0	1150	1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	3009	0	0	126	250	-1	0	0	1	-1	-1
10308050	1	3	2	50	0	1622	3	-1	-1	沧海	102	-1	#Y【太古神器】#r#I命中敌人有机率施放减速，减缓目标移动速度#G45%#I持续18秒。#r#W天不化我破混沌，万古长夜何能绝。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	9000	7200	215	3	3	9688	-1	Flute1_6	箫剑类	1	1	0	1150	1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	3009	0	0	126	250	-1	0	0	1	-1	-1
10308051	1	3	2	51	0	1775	3	-1	-1	沧海	102	-1	#Y【太古神器】#r#I命中敌人有机率施放吸血，吸取目标#G280血#I。#r#W天不化我破混沌，万古长夜何能绝。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	9000	7200	215	3	3	9689	-1	Flute1_6	箫剑类	1	1	0	1150	1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	3009	0	0	126	250	-1	0	0	1	-1	-1
#END 10400000																																																																																																					
#神器完毕【注意，此处区间ID不可有任何改动，如需改动请提前联系逍遥子】																																																																																																					
10400001	1	4	0	1	0	413	3	-1	-1	三亭门扇大刀	10	-1	未使用	180	144	125	3	3	-1	-1	Broadsword1_4	刀斧类	-1	0	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	15	1	1	0	0	-1	0	0	0	-1	-1
10400002	1	4	0	2	0	417	3	-1	-1	亮银泼风大刀	20	-1	未使用	540	432	137	3	3	-1	-1	Broadsword1_6	刀斧类	-1	0	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	25	1	1	0	0	-1	0	0	0	-1	-1
10400003	1	4	0	3	0	418	3	-1	-1	八卦劈水大刀	30	-1	未使用	1150	920	150	3	3	-1	-1	Broadsword1_12	刀斧类	-1	0	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	35	1	1	0	0	-1	0	0	0	-1	-1
10400004	1	4	0	4	0	428	3	-1	-1	亮银鸳鸯大斧	40	-1	未使用	1780	1424	162	3	3	-1	-1	Broadsword1_15	刀斧类	-1	0	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	45	2	2	0	0	-1	0	0	0	-1	-1
10400005	1	4	0	5	0	429	3	-1	-1	五龙逐日大刀	20	-1	#eDC4C18#cFFFF00五龙逐日，干名利禄终无益。#r战神【皇冠】曾经所持兵器	2700	2160	175	3	3	-1	-1	Broadsword2_4	刀斧类	-1	0	1	458	458	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4336	7	7	0	0	-1	0	0	0	-1	-1
10400006	1	4	0	6	0	434	3	-1	-1	锯齿狼牙板门大刀	60	-1	未使用	3850	3080	187	3	3	-1	-1	Broadsword2_9	刀斧类	-1	0	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	65	2	2	0	0	-1	0	0	0	-1	-1
10400007	1	4	0	7	0	427	3	-1	-1	金雀开山大斧	70	-1	未使用	5570	4456	200	3	3	-1	-1	Broadsword2_13	刀斧类	-1	0	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	75	3	3	0	0	-1	0	0	0	-1	-1
10400008	1	4	0	8	0	441	3	-1	-1	神木匿月大刀	80	-1	未使用	7450	5960	212	3	3	-1	-1	Broadsword3_3	刀斧类	-1	0	1	713	713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	3	3	0	0	-1	0	0	0	-1	-1
10400009	1	4	0	9	0	449	3	-1	-1	巨佛吞日大刀	90	-1	未使用	9950	7960	225	3	3	-1	-1	Broadsword3_7	刀斧类	-1	0	1	799	799	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	95	4	4	0	0	-1	0	0	0	-1	-1
10400010	1	4	0	10	0	453	3	-1	-1	金纂穿云	100	-1	未使用	16000	12800	237	3	3	-1	-1	Broadsword3_12	刀斧类	-1	0	1	884	884	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	105	4	4	0	0	-1	0	0	0	-1	-1
10400011	1	4	0	11	0	72	3	-1	-1	任务装1	10	-1	未使用	180	144	125	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	15	3	3	0	0	-1	0	0	0	-1	-1
10400012	1	4	0	12	0	420	3	-1	-1	上玄	20	-1	未使用	540	432	137	3	3	-1	-1	Broadsword1_9	刀斧类	-1	0	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	30	3	3	0	0	-1	0	0	0	-1	-1
10400013	1	4	0	13	0	77	3	-1	-1	任务装3	30	-1	未使用	1150	920	150	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	35	3	3	0	0	-1	0	0	0	-1	-1
10400014	1	4	0	14	0	426	3	-1	-1	梵日	40	-1	未使用	1780	1424	162	3	3	-1	-1	Broadsword2_1	刀斧类	-1	0	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	50	4	4	0	0	-1	0	0	0	-1	-1
10400015	1	4	0	15	0	119	3	-1	-1	任务装5	50	-1	未使用	2700	2160	175	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	55	4	4	0	0	-1	0	0	0	-1	-1
10400016	1	4	0	16	0	85	3	-1	-1	任务装6	60	-1	未使用	3850	3080	187	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	65	4	4	0	0	-1	0	0	0	-1	-1
10400017	1	4	0	17	0	61	3	-1	-1	任务装7	70	-1	未使用	5570	4456	200	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	75	4	4	0	0	-1	0	0	0	-1	-1
10400018	1	4	0	18	0	104	3	-1	-1	任务装8	80	-1	未使用	7450	5960	212	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	713	713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	4	4	0	0	-1	0	0	0	-1	-1
10400019	1	4	0	19	0	120	3	-1	-1	任务装9	90	-1	未使用	9950	7960	225	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	799	799	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	95	4	4	0	0	-1	0	0	0	-1	-1
10400020	1	4	0	20	0	115	3	-1	-1	任务装10	100	-1	未使用	16000	12800	237	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	884	884	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	105	4	4	0	0	-1	0	0	0	-1	-1
10400021	1	4	0	21	0	413	3	-1	-1	三亭门扇大刀	10	-1	未使用	180	144	125	3	3	-1	-1	Broadsword1_4	刀斧类	-1	0	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	15	1	1	0	0	-1	0	0	0	-1	-1
10400022	1	4	0	22	0	417	3	-1	-1	亮银泼风大刀	20	-1	未使用	540	432	137	3	3	-1	-1	Broadsword1_6	刀斧类	-1	0	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	25	1	1	0	0	-1	0	0	0	-1	-1
10400023	1	4	0	23	0	418	3	-1	-1	八卦劈水大刀	30	-1	未使用	1150	920	150	3	3	-1	-1	Broadsword1_12	刀斧类	-1	0	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	35	1	1	0	0	-1	0	0	0	-1	-1
10400024	1	4	0	24	0	428	3	-1	-1	亮银鸳鸯大斧	40	-1	未使用	1780	1424	162	3	3	-1	-1	Broadsword1_15	刀斧类	-1	0	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	45	2	2	0	0	-1	0	0	0	-1	-1
